Loan_ID,Issue_Date,Loan_Amount,Interest_Rate,Term,Annual_Income,Employment_Length,Purpose,Loan_Status
CST23374,8/16/2017,229598,15.3,36 months,119231,5-10 years,Medical,Fully Paid
CST23375,11/16/2015,336345,12.08,36 months,106952,1-3 years,Car Loan,Current
CST23376,12/6/2015,395909,10.21,36 months,72345,5-10 years,Credit Card,Fully Paid
CST23377,10/27/2019,217916,13.39,36 months,52262,1-3 years,Small Business,Fully Paid
CST23378,3/12/2019,469604,18.77,36 months,142162,3-5 years,Education,Current
CST23379,8/21/2019,272606,8.59,36 months,52507,5-10 years,Vacation,Charged Off
CST23380,10/26/2016,383976,14.89,36 months,40325,3-5 years,Small Business,Fully Paid
CST23381,3/27/2019,167867,11.31,36 months,28256,3-5 years,Small Business,Fully Paid
CST23382,5/10/2015,205878,13.13,60 months,177132,1-3 years,Debt Consolidation,Late
CST23383,4/23/2020,315609,20.88,60 months,45062,5-10 years,Car Loan,Current
CST23384,11/11/2015,459325,22.77,36 months,155818,1-3 years,Small Business,Charged Off
CST23385,5/22/2018,95027,10.75,36 months,126134,3-5 years,Credit Card,Current
CST23386,8/30/2022,55528,17.52,36 months,132045,1-3 years,Debt Consolidation,Current
CST23387,5/7/2021,303374,18.34,36 months,58531,< 1 year,Credit Card,Charged Off
CST23388,1/1/2020,53242,21.24,60 months,80589,5-10 years,Education,Current
CST23389,9/12/2016,464099,22.23,60 months,61882,3-5 years,Credit Card,Current
CST23390,4/6/2017,119688,14.69,36 months,131045,1-3 years,Debt Consolidation,Fully Paid
CST23391,9/6/2022,496582,23.7,60 months,51060,1-3 years,Vacation,Fully Paid
CST23392,3/12/2022,6783,23.49,60 months,15692,3-5 years,Education,Current
CST23393,9/4/2022,33390,15.36,36 months,30375,1-3 years,Vacation,Current
CST23394,12/16/2015,144489,15.99,60 months,59092,3-5 years,Car Loan,Fully Paid
CST23395,2/7/2018,77102,18.19,60 months,98435,5-10 years,Credit Card,Current
CST23396,5/5/2018,284570,13.04,36 months,80823,3-5 years,Education,Fully Paid
CST23397,2/23/2022,35750,18.09,60 months,112653,10+ years,Debt Consolidation,Fully Paid
CST23398,2/6/2017,63188,15.5,36 months,111135,3-5 years,Education,Fully Paid
CST23399,1/22/2018,278016,7.12,36 months,17979,3-5 years,Car Loan,Current
CST23400,4/30/2017,99231,21.42,60 months,113531,1-3 years,Vacation,Fully Paid
CST23401,11/1/2015,397004,22.96,60 months,19360,5-10 years,Car Loan,Fully Paid
CST23402,12/28/2015,184158,6.96,36 months,196752,< 1 year,Education,Fully Paid
CST23403,2/27/2021,71770,20.31,36 months,132430,3-5 years,Education,Fully Paid
CST23404,9/6/2022,236360,13.25,36 months,50305,5-10 years,Vacation,Fully Paid
CST23405,2/2/2019,230440,16.75,36 months,40650,3-5 years,Home Improvement,Current
CST23406,3/10/2021,391302,15.25,36 months,148623,1-3 years,Home Improvement,Fully Paid
CST23407,6/1/2020,350658,16.15,36 months,50412,10+ years,Vacation,Fully Paid
CST23408,3/9/2022,224249,15.17,60 months,158390,3-5 years,Debt Consolidation,Fully Paid
CST23409,8/12/2023,97663,21.43,36 months,164360,1-3 years,Credit Card,Fully Paid
CST23410,4/5/2020,170792,18.46,36 months,183653,3-5 years,Small Business,Fully Paid
CST23411,5/24/2021,154151,13.72,60 months,175344,10+ years,Credit Card,Charged Off
CST23412,12/19/2015,415554,18.55,36 months,104350,10+ years,Debt Consolidation,Current
CST23413,7/28/2022,139363,23.39,36 months,40601,10+ years,Vacation,Charged Off
CST23414,11/25/2017,210156,7.91,60 months,45388,10+ years,Vacation,Charged Off
CST23415,12/4/2017,117808,13.29,36 months,122642,3-5 years,Vacation,Fully Paid
CST23416,10/6/2017,115091,21.73,36 months,25314,< 1 year,Debt Consolidation,Charged Off
CST23417,9/14/2015,366416,19.43,36 months,152615,5-10 years,Home Improvement,Late
CST23418,3/15/2016,54393,22.86,36 months,142652,5-10 years,Vacation,Fully Paid
CST23419,11/8/2022,98558,7.2,36 months,193821,5-10 years,Education,Current
CST23420,7/16/2019,74770,21.6,60 months,37282,1-3 years,Car Loan,Fully Paid
CST23421,5/11/2020,293864,20.36,60 months,82654,1-3 years,Car Loan,Late
CST23422,4/25/2019,280512,20.76,36 months,44026,3-5 years,Small Business,Fully Paid
CST23423,4/17/2015,190385,16.95,60 months,85971,1-3 years,Education,Fully Paid
CST23424,5/14/2020,315113,7.41,36 months,76957,3-5 years,Vacation,Fully Paid
CST23425,8/6/2015,53838,15.93,36 months,123578,< 1 year,Home Improvement,Current
CST23426,3/22/2023,13734,13.64,36 months,82388,10+ years,Car Loan,Fully Paid
CST23427,3/4/2018,112187,15.72,60 months,145093,5-10 years,Education,Current
CST23428,4/11/2022,104329,19.46,36 months,167202,5-10 years,Car Loan,Charged Off
CST23429,2/7/2016,410413,16.93,60 months,28842,5-10 years,Vacation,Fully Paid
CST23430,3/18/2018,336039,11.62,60 months,168379,5-10 years,Debt Consolidation,Late
CST23431,3/21/2015,239633,16.99,60 months,141350,3-5 years,Credit Card,Fully Paid
CST23432,3/29/2015,125424,7.95,60 months,70361,1-3 years,Home Improvement,Charged Off
CST23433,1/6/2017,455047,6.59,60 months,157213,1-3 years,Medical,Current
CST23434,3/28/2020,368399,13.53,36 months,181386,1-3 years,Car Loan,Current
CST23435,9/16/2022,325217,19.75,36 months,114245,10+ years,Small Business,Current
CST23436,8/20/2023,208997,20.9,36 months,139043,5-10 years,Vacation,Fully Paid
CST23437,8/9/2015,249042,16.12,36 months,36004,10+ years,Medical,Fully Paid
CST23438,6/24/2015,216560,21.69,36 months,107586,< 1 year,Car Loan,Fully Paid
CST23439,9/4/2019,230683,8.7,36 months,147885,5-10 years,Home Improvement,Charged Off
CST23440,6/11/2023,220547,23.37,60 months,104675,3-5 years,Debt Consolidation,Late
CST23441,11/11/2023,248603,22.63,60 months,25659,1-3 years,Home Improvement,Charged Off
CST23442,4/9/2019,186374,16.99,60 months,138102,< 1 year,Debt Consolidation,Fully Paid
CST23443,12/9/2015,282768,7.53,60 months,49693,1-3 years,Small Business,Current
CST23444,5/18/2023,203343,14.45,36 months,40033,5-10 years,Education,Fully Paid
CST23445,6/23/2015,291459,9.64,36 months,198557,3-5 years,Car Loan,Fully Paid
CST23446,4/22/2020,284566,17.5,36 months,28690,3-5 years,Credit Card,Fully Paid
CST23447,5/2/2019,175209,9.82,36 months,106997,10+ years,Education,Current
CST23448,5/4/2022,77663,14.93,36 months,142215,3-5 years,Small Business,Fully Paid
CST23449,7/28/2023,106216,10.1,60 months,20173,1-3 years,Car Loan,Current
CST23450,7/18/2023,446448,9.68,36 months,142173,< 1 year,Small Business,Fully Paid
CST23451,6/9/2021,255600,10.84,36 months,55129,< 1 year,Education,Fully Paid
CST23452,3/30/2020,261492,7.01,36 months,123322,1-3 years,Small Business,Charged Off
CST23453,2/5/2015,476358,19.03,60 months,94756,1-3 years,Education,Current
CST23454,5/18/2018,299887,11.87,60 months,67833,5-10 years,Education,Fully Paid
CST23455,1/26/2015,497762,18.72,60 months,162923,10+ years,Home Improvement,Current
CST23456,3/23/2017,413852,17.94,60 months,69185,10+ years,Small Business,Current
CST23457,4/26/2019,489100,7.66,36 months,168563,1-3 years,Education,Fully Paid
CST23458,11/21/2015,15108,11.96,36 months,44862,1-3 years,Education,Fully Paid
CST23459,10/21/2022,209706,16.42,36 months,132405,1-3 years,Medical,Fully Paid
CST23460,11/9/2023,41180,22.57,36 months,174114,3-5 years,Credit Card,Fully Paid
CST23461,11/6/2019,286027,13.52,36 months,138739,< 1 year,Small Business,Charged Off
CST23462,11/13/2018,49400,15.33,36 months,113915,10+ years,Home Improvement,Fully Paid
CST23463,10/12/2021,182071,19.63,36 months,173805,3-5 years,Vacation,Fully Paid
CST23464,8/18/2017,52951,20.56,60 months,141928,1-3 years,Credit Card,Fully Paid
CST23465,7/22/2018,405376,22.66,36 months,175289,5-10 years,Small Business,Fully Paid
CST23466,1/14/2019,322406,15.2,36 months,36607,1-3 years,Credit Card,Current
CST23467,6/19/2023,418145,9.89,60 months,106830,1-3 years,Medical,Late
CST23468,2/25/2022,350277,19.88,36 months,46391,1-3 years,Small Business,Fully Paid
CST23469,4/9/2018,147195,8.7,60 months,32717,5-10 years,Vacation,Current
CST23470,10/14/2018,382250,13.82,36 months,144026,3-5 years,Car Loan,Fully Paid
CST23471,7/5/2020,164429,17.49,60 months,21119,3-5 years,Small Business,Fully Paid
CST23472,7/28/2017,337640,18.61,60 months,48802,1-3 years,Car Loan,Fully Paid
CST23473,10/16/2018,169628,19.33,60 months,110574,3-5 years,Home Improvement,Current
CST23474,4/19/2017,482007,9.89,36 months,61920,10+ years,Medical,Late
CST23475,2/5/2017,329078,23.68,60 months,161388,3-5 years,Car Loan,Fully Paid
CST23476,2/12/2023,346030,9.62,36 months,69965,10+ years,Home Improvement,Current
CST23477,8/19/2021,35881,8.18,36 months,108600,10+ years,Medical,Fully Paid
CST23478,5/25/2016,285553,18.12,60 months,140265,3-5 years,Medical,Fully Paid
CST23479,8/8/2023,453632,22.42,60 months,194872,< 1 year,Debt Consolidation,Current
CST23480,6/6/2022,103171,16.29,60 months,106356,3-5 years,Medical,Late
CST23481,5/3/2017,466198,16.92,36 months,71847,< 1 year,Car Loan,Fully Paid
CST23482,7/20/2015,258189,15.92,36 months,18499,1-3 years,Home Improvement,Current
CST23483,12/2/2016,428873,7.25,36 months,127601,10+ years,Car Loan,Fully Paid
CST23484,9/30/2022,222815,18.42,36 months,169623,< 1 year,Medical,Charged Off
CST23485,12/8/2019,316095,12.77,36 months,26922,10+ years,Vacation,Fully Paid
CST23486,9/9/2016,275896,22.87,36 months,22827,5-10 years,Vacation,Charged Off
CST23487,7/18/2021,122339,9.77,60 months,197826,3-5 years,Small Business,Fully Paid
CST23488,9/10/2016,411656,11.79,60 months,52739,5-10 years,Car Loan,Fully Paid
CST23489,11/8/2019,49864,15.33,36 months,141200,1-3 years,Home Improvement,Fully Paid
CST23490,9/20/2016,185763,14.85,36 months,161964,10+ years,Education,Fully Paid
CST23491,4/20/2016,77035,13.51,36 months,189979,10+ years,Credit Card,Charged Off
CST23492,4/10/2018,91675,12,36 months,82086,1-3 years,Debt Consolidation,Fully Paid
CST23493,7/27/2023,478519,9.08,36 months,114144,1-3 years,Credit Card,Charged Off
CST23494,4/18/2015,289487,20.87,60 months,115260,10+ years,Home Improvement,Charged Off
CST23495,12/8/2023,229320,14.35,60 months,147792,3-5 years,Vacation,Fully Paid
CST23496,8/4/2023,24673,16.53,60 months,144113,1-3 years,Credit Card,Fully Paid
CST23497,4/27/2022,196026,16.06,60 months,194379,5-10 years,Debt Consolidation,Fully Paid
CST23498,5/8/2021,190770,16.57,36 months,148449,5-10 years,Medical,Late
CST23499,7/25/2021,362168,18.83,36 months,153633,10+ years,Vacation,Fully Paid
CST23500,6/15/2016,31520,17.51,36 months,34401,10+ years,Education,Current
CST23501,7/27/2022,250195,11.29,60 months,121028,< 1 year,Vacation,Fully Paid
CST23502,9/10/2021,282928,16.19,60 months,168382,5-10 years,Car Loan,Fully Paid
CST23503,6/15/2019,384590,10.78,36 months,135570,1-3 years,Car Loan,Fully Paid
CST23504,3/20/2022,43079,16.8,36 months,82789,1-3 years,Debt Consolidation,Current
CST23505,8/12/2016,49220,14.06,36 months,117856,5-10 years,Small Business,Fully Paid
CST23506,7/6/2019,156563,7.19,36 months,196811,1-3 years,Vacation,Current
CST23507,1/28/2017,117878,19.34,36 months,95569,1-3 years,Credit Card,Fully Paid
CST23508,6/8/2023,121583,11.31,36 months,159255,5-10 years,Credit Card,Charged Off
CST23509,5/30/2018,53720,22.6,60 months,25668,1-3 years,Debt Consolidation,Fully Paid
CST23510,10/2/2016,236876,11.41,36 months,155934,10+ years,Credit Card,Current
CST23511,3/1/2019,19718,23.94,36 months,118194,3-5 years,Credit Card,Late
CST23512,4/27/2020,433813,14.6,36 months,21127,5-10 years,Education,Fully Paid
CST23513,4/21/2018,328361,6.96,36 months,184017,10+ years,Vacation,Current
CST23514,8/2/2016,496567,7.83,36 months,148833,5-10 years,Medical,Fully Paid
CST23515,9/8/2022,367812,7.94,36 months,45418,3-5 years,Small Business,Fully Paid
CST23516,12/31/2018,162904,7.48,36 months,94465,1-3 years,Vacation,Fully Paid
CST23517,10/17/2021,453034,11.19,60 months,38219,1-3 years,Credit Card,Fully Paid
CST23518,5/4/2017,233470,12.18,36 months,162049,1-3 years,Education,Fully Paid
CST23519,7/25/2017,411080,8.45,36 months,85697,3-5 years,Credit Card,Current
CST23520,11/17/2022,93378,14.17,36 months,79971,10+ years,Debt Consolidation,Fully Paid
CST23521,8/13/2022,13177,12.89,36 months,171209,1-3 years,Education,Current
CST23522,11/29/2020,182187,17.64,36 months,17472,10+ years,Vacation,Current
CST23523,9/11/2022,389462,9.93,60 months,184913,3-5 years,Credit Card,Fully Paid
CST23524,10/28/2023,242307,22.49,36 months,152692,1-3 years,Medical,Late
CST23525,11/24/2015,454426,15.53,60 months,107276,3-5 years,Credit Card,Current
CST23526,2/8/2022,450170,17.42,36 months,28518,10+ years,Vacation,Fully Paid
CST23527,10/10/2015,116145,7.19,60 months,41668,10+ years,Vacation,Fully Paid
CST23528,5/15/2020,410060,16.28,36 months,130288,5-10 years,Credit Card,Fully Paid
CST23529,9/13/2016,210202,12.94,60 months,70664,3-5 years,Vacation,Current
CST23530,10/11/2021,18418,22.67,36 months,182929,3-5 years,Medical,Fully Paid
CST23531,1/11/2017,170926,22,36 months,60779,5-10 years,Vacation,Late
CST23532,1/3/2017,486860,17.66,36 months,79750,3-5 years,Car Loan,Fully Paid
CST23533,3/23/2022,474171,19.94,60 months,87218,10+ years,Home Improvement,Current
CST23534,1/15/2019,93075,17.78,36 months,163482,1-3 years,Debt Consolidation,Fully Paid
CST23535,3/31/2018,442166,6.8,36 months,192601,10+ years,Debt Consolidation,Current
CST23536,9/5/2018,332371,18.8,60 months,128068,10+ years,Vacation,Current
CST23537,2/18/2017,411051,9.6,36 months,60834,10+ years,Vacation,Fully Paid
CST23538,12/22/2015,284677,18.44,36 months,87584,3-5 years,Vacation,Current
CST23539,2/12/2016,493267,6.68,36 months,104249,5-10 years,Vacation,Fully Paid
CST23540,6/8/2023,368601,11.94,36 months,77612,10+ years,Small Business,Current
CST23541,12/11/2016,374648,15.55,36 months,113534,3-5 years,Car Loan,Current
CST23542,3/30/2021,223930,12.33,36 months,61438,< 1 year,Medical,Fully Paid
CST23543,12/17/2015,408439,18.64,36 months,28297,3-5 years,Small Business,Current
CST23544,5/5/2017,129202,15.65,60 months,150841,< 1 year,Credit Card,Fully Paid
CST23545,1/12/2020,15273,23.29,36 months,105365,1-3 years,Vacation,Fully Paid
CST23546,4/16/2019,38519,12.76,60 months,147410,1-3 years,Vacation,Late
CST23547,11/24/2018,160232,19.13,36 months,89823,< 1 year,Home Improvement,Fully Paid
CST23548,11/28/2015,394168,21.13,36 months,104281,1-3 years,Vacation,Fully Paid
CST23549,12/19/2022,472601,10.94,36 months,182993,10+ years,Vacation,Fully Paid
CST23550,5/7/2015,391684,19.7,60 months,94532,10+ years,Car Loan,Fully Paid
CST23551,10/15/2020,489408,13.38,36 months,198727,10+ years,Credit Card,Fully Paid
CST23552,5/22/2021,185060,8.75,36 months,84020,1-3 years,Small Business,Charged Off
CST23553,4/6/2021,408564,6.56,60 months,43152,3-5 years,Debt Consolidation,Fully Paid
CST23554,7/31/2017,88460,19.52,60 months,73342,3-5 years,Debt Consolidation,Current
CST23555,8/22/2015,253792,9.76,36 months,154347,5-10 years,Education,Fully Paid
CST23556,10/8/2021,109471,7.4,36 months,112101,1-3 years,Home Improvement,Fully Paid
CST23557,11/27/2018,109668,15.2,60 months,117023,5-10 years,Medical,Current
CST23558,5/20/2016,334663,12.57,36 months,86587,10+ years,Debt Consolidation,Fully Paid
CST23559,6/25/2015,357570,18.61,36 months,75021,10+ years,Home Improvement,Charged Off
CST23560,2/15/2016,19629,8.38,36 months,60411,1-3 years,Debt Consolidation,Fully Paid
CST23561,12/11/2017,316200,8.82,36 months,89281,3-5 years,Vacation,Fully Paid
CST23562,10/18/2023,278417,13.57,60 months,45159,3-5 years,Debt Consolidation,Fully Paid
CST23563,7/12/2017,125484,15.61,60 months,161738,1-3 years,Education,Fully Paid
CST23564,1/20/2016,102275,20.92,60 months,96559,5-10 years,Debt Consolidation,Fully Paid
CST23565,3/15/2019,438632,16.75,36 months,87570,10+ years,Education,Fully Paid
CST23566,7/20/2015,143966,22.3,60 months,72321,1-3 years,Credit Card,Current
CST23567,10/23/2018,51073,10.31,36 months,146551,5-10 years,Debt Consolidation,Charged Off
CST23568,4/21/2020,50693,16.93,36 months,154280,1-3 years,Car Loan,Current
CST23569,3/8/2022,187538,17.97,60 months,150647,3-5 years,Small Business,Fully Paid
CST23570,10/13/2021,291487,19.2,36 months,83043,< 1 year,Home Improvement,Fully Paid
CST23571,12/22/2019,48095,23.8,36 months,179081,10+ years,Debt Consolidation,Fully Paid
CST23572,3/26/2016,167246,14.69,36 months,76325,1-3 years,Vacation,Fully Paid
CST23573,4/29/2021,449017,12.96,60 months,102376,< 1 year,Home Improvement,Fully Paid
CST23574,11/30/2017,127388,21.41,60 months,47148,3-5 years,Home Improvement,Current
CST23575,10/28/2021,245787,9.59,36 months,100207,3-5 years,Car Loan,Current
CST23576,4/1/2023,208508,7.15,36 months,121359,3-5 years,Car Loan,Fully Paid
CST23577,6/10/2016,119441,14.26,36 months,37106,3-5 years,Home Improvement,Fully Paid
CST23578,5/13/2022,467552,10.83,60 months,54117,5-10 years,Home Improvement,Fully Paid
CST23579,4/9/2021,105782,13.44,36 months,107215,10+ years,Small Business,Current
CST23580,12/24/2023,263019,23.76,60 months,122412,10+ years,Car Loan,Fully Paid
CST23581,11/5/2023,244343,12.6,36 months,170024,5-10 years,Small Business,Charged Off
CST23582,1/27/2017,441142,18.89,36 months,76330,5-10 years,Small Business,Fully Paid
CST23583,11/22/2019,339734,10.88,36 months,64511,3-5 years,Education,Charged Off
CST23584,11/16/2022,437043,11.81,60 months,48030,1-3 years,Small Business,Fully Paid
CST23585,12/13/2017,113263,10.76,60 months,63610,1-3 years,Vacation,Current
CST23586,4/8/2019,442991,16.51,36 months,53927,1-3 years,Small Business,Charged Off
CST23587,3/14/2016,439417,10.46,36 months,161696,1-3 years,Medical,Fully Paid
CST23588,10/23/2017,296517,19.07,36 months,22753,3-5 years,Car Loan,Fully Paid
CST23589,8/14/2022,294669,18.4,36 months,146384,10+ years,Education,Fully Paid
CST23590,2/24/2022,394860,13.87,36 months,132395,1-3 years,Small Business,Fully Paid
CST23591,9/15/2018,371657,6.95,60 months,34614,1-3 years,Car Loan,Current
CST23592,12/7/2022,470867,6.9,60 months,141417,1-3 years,Vacation,Charged Off
CST23593,3/20/2023,134401,15.82,36 months,121604,5-10 years,Medical,Fully Paid
CST23594,5/15/2018,101643,21.19,36 months,161479,5-10 years,Credit Card,Fully Paid
CST23595,4/16/2023,166558,16.98,60 months,43248,1-3 years,Vacation,Fully Paid
CST23596,10/26/2016,476820,14.12,36 months,102140,1-3 years,Debt Consolidation,Current
CST23597,10/19/2019,154712,21.94,36 months,100183,3-5 years,Medical,Charged Off
CST23598,4/18/2022,364838,9.95,36 months,49037,1-3 years,Medical,Fully Paid
CST23599,3/28/2016,197527,12.79,36 months,89865,1-3 years,Vacation,Current
CST23600,4/4/2016,41136,16.39,36 months,56056,3-5 years,Home Improvement,Charged Off
CST23601,7/24/2016,460641,11.6,36 months,36659,1-3 years,Medical,Fully Paid
CST23602,6/27/2016,61539,23.96,36 months,158495,5-10 years,Vacation,Fully Paid
CST23603,3/21/2021,217736,14.42,60 months,188422,< 1 year,Education,Current
CST23604,10/5/2015,423158,7.41,60 months,116317,< 1 year,Home Improvement,Current
CST23605,11/11/2018,73363,9.58,36 months,64099,5-10 years,Medical,Fully Paid
CST23606,6/17/2022,194668,15.82,60 months,28127,1-3 years,Home Improvement,Charged Off
CST23607,1/14/2019,86526,16.13,60 months,17883,3-5 years,Medical,Current
CST23608,10/28/2016,302399,23.72,36 months,74014,1-3 years,Education,Fully Paid
CST23609,12/29/2022,198201,17,36 months,198429,1-3 years,Small Business,Fully Paid
CST23610,11/24/2015,483739,18.17,60 months,36550,5-10 years,Car Loan,Fully Paid
CST23611,11/7/2019,123209,10.24,60 months,190892,1-3 years,Small Business,Current
CST23612,2/13/2023,247723,8.37,60 months,38651,10+ years,Medical,Fully Paid
CST23613,10/31/2022,460502,17.04,36 months,105906,5-10 years,Car Loan,Fully Paid
CST23614,2/20/2019,91437,21.64,36 months,17001,5-10 years,Small Business,Current
CST23615,3/30/2016,152349,16.78,60 months,74591,5-10 years,Car Loan,Fully Paid
CST23616,3/29/2016,137715,14.25,36 months,194415,1-3 years,Credit Card,Current
CST23617,9/17/2018,383044,16.62,60 months,55726,5-10 years,Education,Current
CST23618,6/19/2021,290873,14.7,36 months,171048,< 1 year,Car Loan,Current
CST23619,3/6/2016,484839,8.98,36 months,17126,5-10 years,Small Business,Fully Paid
CST23620,10/16/2018,288962,19.47,36 months,96145,1-3 years,Car Loan,Current
CST23621,3/2/2023,70555,15.83,60 months,193954,1-3 years,Medical,Current
CST23622,6/20/2018,103979,13.49,36 months,19718,5-10 years,Vacation,Current
CST23623,12/24/2015,58629,16.29,60 months,139495,5-10 years,Home Improvement,Fully Paid
CST23624,7/18/2017,120296,10.72,36 months,183856,1-3 years,Debt Consolidation,Current
CST23625,10/22/2016,322582,13.99,60 months,188023,3-5 years,Credit Card,Fully Paid
CST23626,4/1/2022,250821,17.39,60 months,111521,3-5 years,Home Improvement,Fully Paid
CST23627,11/25/2018,276601,10.46,60 months,50820,10+ years,Home Improvement,Fully Paid
CST23628,8/20/2016,195701,19.61,60 months,188573,3-5 years,Small Business,Fully Paid
CST23629,3/9/2015,301066,15.62,36 months,170860,3-5 years,Vacation,Fully Paid
CST23630,2/24/2019,408036,21.58,36 months,160487,5-10 years,Car Loan,Current
CST23631,7/11/2015,430966,21.33,36 months,114622,5-10 years,Medical,Charged Off
CST23632,5/9/2022,375266,15.15,36 months,44477,5-10 years,Credit Card,Current
CST23633,7/10/2020,107020,9.92,36 months,72400,5-10 years,Medical,Fully Paid
CST23634,7/25/2020,239618,19.39,36 months,110040,10+ years,Small Business,Fully Paid
CST23635,11/27/2020,173862,13.83,36 months,68530,< 1 year,Home Improvement,Fully Paid
CST23636,8/28/2018,355549,16.91,60 months,58988,5-10 years,Car Loan,Fully Paid
CST23637,3/10/2022,383274,8.38,60 months,142036,5-10 years,Medical,Fully Paid
CST23638,6/24/2023,170493,17.55,60 months,72645,5-10 years,Medical,Fully Paid
CST23639,5/12/2020,335182,13.04,36 months,127772,5-10 years,Vacation,Fully Paid
CST23640,5/30/2019,254029,12.35,36 months,18530,5-10 years,Credit Card,Fully Paid
CST23641,8/26/2018,218273,23.65,36 months,101733,1-3 years,Debt Consolidation,Fully Paid
CST23642,7/9/2019,67325,14.07,60 months,61148,5-10 years,Medical,Fully Paid
CST23643,9/20/2016,292744,18.37,36 months,60054,3-5 years,Vacation,Fully Paid
CST23644,7/3/2023,427610,17.49,36 months,41247,1-3 years,Credit Card,Current
CST23645,6/15/2018,215694,8.33,36 months,18171,1-3 years,Debt Consolidation,Fully Paid
CST23646,5/27/2019,267051,19.59,60 months,105890,1-3 years,Vacation,Current
CST23647,10/17/2017,434387,12.16,36 months,173532,10+ years,Small Business,Late
CST23648,11/27/2021,235611,20.48,36 months,105216,10+ years,Vacation,Current
CST23649,8/7/2015,328670,17.13,36 months,190092,1-3 years,Debt Consolidation,Fully Paid
CST23650,9/20/2017,255520,12.05,36 months,31078,10+ years,Debt Consolidation,Fully Paid
CST23651,1/26/2020,18149,12.74,60 months,24286,3-5 years,Car Loan,Fully Paid
CST23652,1/26/2022,166466,19.3,36 months,85821,1-3 years,Debt Consolidation,Current
CST23653,4/19/2021,150468,16.13,60 months,193964,1-3 years,Medical,Fully Paid
CST23654,10/6/2020,421540,18.2,60 months,89314,10+ years,Credit Card,Charged Off
CST23655,6/24/2015,183270,9.27,36 months,33405,10+ years,Small Business,Current
CST23656,4/26/2015,480921,20.27,36 months,191958,10+ years,Debt Consolidation,Current
CST23657,5/4/2019,117168,12.11,36 months,28722,10+ years,Car Loan,Charged Off
CST23658,3/15/2023,114813,17.35,60 months,41471,10+ years,Car Loan,Fully Paid
CST23659,6/1/2022,358923,8.51,36 months,60516,5-10 years,Vacation,Fully Paid
CST23660,3/3/2018,261960,12.12,36 months,80431,3-5 years,Small Business,Fully Paid
CST23661,12/9/2020,429232,17.86,60 months,168375,10+ years,Credit Card,Fully Paid
CST23662,11/27/2019,139266,11.3,36 months,159418,3-5 years,Small Business,Fully Paid
CST23663,7/9/2022,299542,21.91,60 months,86906,3-5 years,Vacation,Current
CST23664,4/16/2021,271933,18.07,60 months,174231,1-3 years,Small Business,Fully Paid
CST23665,7/30/2019,483911,21.73,60 months,57180,1-3 years,Medical,Charged Off
CST23666,10/20/2018,332111,13.42,36 months,15948,< 1 year,Debt Consolidation,Current
CST23667,1/16/2019,245014,7.09,36 months,106191,5-10 years,Vacation,Charged Off
CST23668,11/1/2020,197206,16.58,60 months,132221,5-10 years,Education,Late
CST23669,6/2/2021,266041,12.44,60 months,177326,1-3 years,Home Improvement,Fully Paid
CST23670,4/21/2021,206958,14.34,36 months,108838,1-3 years,Home Improvement,Fully Paid
CST23671,12/26/2019,365981,18.42,36 months,126099,5-10 years,Home Improvement,Fully Paid
CST23672,9/7/2019,161049,18.76,36 months,179032,5-10 years,Medical,Current
CST23673,4/24/2022,106967,6.98,60 months,71302,1-3 years,Medical,Charged Off
CST23674,9/5/2023,398345,19.96,60 months,115694,5-10 years,Credit Card,Fully Paid
CST23675,9/9/2022,326827,15.14,36 months,134260,5-10 years,Vacation,Fully Paid
CST23676,5/6/2020,312475,16.24,36 months,172466,10+ years,Education,Fully Paid
CST23677,2/26/2020,253719,11.71,36 months,68782,10+ years,Medical,Fully Paid
CST23678,5/24/2016,301770,13.86,36 months,172604,1-3 years,Medical,Charged Off
CST23679,11/28/2016,446719,18.93,36 months,128182,5-10 years,Home Improvement,Charged Off
CST23680,12/7/2015,163621,20.09,36 months,33416,< 1 year,Small Business,Fully Paid
CST23681,8/19/2015,17342,13.27,36 months,161489,10+ years,Credit Card,Fully Paid
CST23682,8/15/2018,303561,18.59,36 months,181940,5-10 years,Education,Fully Paid
CST23683,3/19/2023,212586,11.02,36 months,175833,10+ years,Home Improvement,Fully Paid
CST23684,4/19/2019,188321,21.06,60 months,117230,5-10 years,Small Business,Fully Paid
CST23685,9/27/2018,319808,17.17,60 months,68093,3-5 years,Debt Consolidation,Charged Off
CST23686,11/24/2016,243788,20.07,60 months,186650,10+ years,Vacation,Fully Paid
CST23687,8/25/2017,275977,14.85,60 months,172932,10+ years,Education,Fully Paid
CST23688,12/22/2015,327802,10.51,60 months,105969,3-5 years,Home Improvement,Current
CST23689,8/20/2016,235099,14.01,36 months,159981,3-5 years,Credit Card,Fully Paid
CST23690,1/14/2017,427689,13.18,36 months,15827,3-5 years,Education,Fully Paid
CST23691,8/3/2019,398953,12.32,60 months,115748,< 1 year,Education,Charged Off
CST23692,8/18/2018,362109,10.21,36 months,160333,5-10 years,Credit Card,Current
CST23693,4/9/2021,444863,19.79,36 months,98742,10+ years,Debt Consolidation,Fully Paid
CST23694,3/31/2021,331198,8.01,36 months,44457,3-5 years,Medical,Fully Paid
CST23695,6/2/2020,6299,22.03,60 months,77683,1-3 years,Small Business,Current
CST23696,9/27/2020,461497,9.56,36 months,162688,3-5 years,Small Business,Current
CST23697,6/21/2018,254240,23.65,36 months,185843,3-5 years,Medical,Fully Paid
